User_ID,Timestamp,App_Name,Screen_Taps,Notifications_Clicked,Day_of_Week,Hour_of_Day,Total_Sessions_Today,Previous_App_Used,Duration_mins
U192,2025-01-17 17:43:59.972437,Facebook,278,1,Friday,17,3,Telegram,7.96
U134,2025-01-08 05:28:59.972452,YouTube,147,2,Wednesday,5,3,TikTok,22.97
U149,2025-02-14 04:43:59.972471,Telegram,89,1,Friday,4,1,None,10.01
U126,2025-01-06 10:03:59.972483,Twitter,151,4,Monday,10,2,Spotify,52.1
U018,2025-03-05 15:11:59.972496,Instagram,261,4,Wednesday,15,3,Twitter,2.51
U123,2025-03-10 06:31:59.972507,TikTok,60,3,Monday,6,1,None,21.66
U011,2025-01-15 00:37:59.972519,YouTube,89,3,Wednesday,0,4,Spotify,6.51
U025,2025-01-07 16:20:59.972530,Telegram,258,1,Tuesday,16,2,YouTube,0.23
U054,2025-01-09 14:16:59.972542,Telegram,216,0,Thursday,14,2,Instagram,3.55
U110,2025-01-08 01:06:59.972553,TikTok,151,4,Wednesday,1,2,YouTube,5.17
U024,2025-03-05 02:42:59.972565,Twitter,287,0,Wednesday,2,3,Facebook,2.28
U031,2025-01-14 16:18:59.972577,TikTok,282,5,Tuesday,16,3,Telegram,15.91
U042,2025-01-06 14:47:59.972588,YouTube,77,4,Monday,14,2,Spotify,19.19
U123,2025-01-20 12:42:59.972599,WhatsApp,210,2,Monday,12,2,TikTok,6.13
U191,2025-03-07 04:25:59.972610,WhatsApp,299,3,Friday,4,2,YouTube,0.5
U004,2025-02-28 21:09:59.972623,Facebook,140,1,Friday,21,1,None,3.74
U009,2025-01-20 02:09:59.972634,Facebook,233,0,Monday,2,2,Instagram,2.01
U058,2025-01-22 00:23:59.972645,Instagram,271,3,Wednesday,0,1,None,5.71
U082,2025-03-09 13:19:59.972657,WhatsApp,109,2,Sunday,13,3,Facebook,1.97
U121,2025-01-29 07:16:59.972668,Twitter,45,2,Wednesday,7,3,TikTok,2.66
U011,2025-01-31 22:07:59.972679,Telegram,264,0,Friday,22,5,YouTube,20.78
U097,2025-01-26 04:26:59.972690,Telegram,272,5,Sunday,4,8,Instagram,24.67
U189,2025-02-07 01:35:59.972701,Spotify,79,0,Friday,1,1,None,3.06
U136,2025-03-04 18:29:59.972714,Facebook,120,2,Tuesday,18,5,WhatsApp,4.08
U038,2025-01-05 15:29:59.972733,Telegram,198,5,Sunday,15,3,Twitter,14.15
U125,2025-02-16 12:37:59.972746,Twitter,78,2,Sunday,12,5,Twitter,1.12
U142,2025-01-22 11:58:59.972757,Instagram,148,4,Wednesday,11,1,None,5.44
U023,2025-02-23 21:31:59.972768,Facebook,25,3,Sunday,21,5,Instagram,41.76
U084,2025-03-05 01:40:59.972779,Instagram,184,3,Wednesday,1,4,Telegram,23.23
U049,2025-01-14 10:44:59.972790,TikTok,86,2,Tuesday,10,2,Telegram,8.96
U057,2025-02-07 00:32:59.972801,WhatsApp,288,4,Friday,0,2,Spotify,2.74
U015,2025-01-29 15:35:59.972813,Instagram,292,2,Wednesday,15,2,Spotify,6.6
U020,2025-03-03 13:55:59.972824,TikTok,70,4,Monday,13,2,Instagram,0.36
U136,2025-02-21 15:15:59.972835,YouTube,82,1,Friday,15,6,Facebook,3.62
U171,2025-01-11 02:37:59.972847,Facebook,117,0,Saturday,2,3,TikTok,16.14
U080,2025-02-21 03:06:59.972858,Telegram,256,4,Friday,3,1,None,3.55
U044,2025-03-09 06:25:59.972870,TikTok,233,0,Sunday,6,2,YouTube,19.86
U197,2025-02-07 19:48:59.972883,WhatsApp,86,5,Friday,19,1,None,2.02
U098,2025-01-03 13:04:59.972894,Spotify,212,3,Friday,13,2,Facebook,0.4
U099,2025-03-09 21:37:59.972905,YouTube,129,1,Sunday,21,1,None,5.17
U154,2025-01-20 19:56:59.972916,TikTok,156,0,Monday,19,2,WhatsApp,13.59
U068,2025-01-02 07:11:59.972928,Facebook,284,1,Thursday,7,1,None,29.93
U091,2025-02-07 17:51:59.972939,Twitter,280,4,Friday,17,1,None,5.3
U158,2025-03-03 19:38:59.972950,Twitter,120,0,Monday,19,2,YouTube,2.16
U083,2025-01-29 08:52:59.972961,TikTok,272,0,Wednesday,8,1,None,1.71
U058,2025-01-08 08:41:59.972973,Twitter,281,0,Wednesday,8,2,Instagram,0.53
U111,2025-03-06 05:33:59.972985,Telegram,55,3,Thursday,5,1,None,20.26
U102,2025-03-02 10:58:59.973003,WhatsApp,89,1,Sunday,10,3,Spotify,8.14
U066,2025-01-05 08:46:59.973022,WhatsApp,75,0,Sunday,8,1,None,0.53
U199,2025-01-07 04:25:59.973037,WhatsApp,97,5,Tuesday,4,1,None,31.15
U049,2025-01-02 13:23:59.973049,YouTube,251,1,Thursday,13,3,TikTok,3.2
U013,2025-02-19 05:36:59.973060,Facebook,23,1,Wednesday,5,4,YouTube,6.05
U107,2025-02-21 04:35:59.973073,TikTok,274,2,Friday,4,2,Facebook,5.31
U070,2025-03-02 09:07:59.973085,Facebook,242,3,Sunday,9,5,Spotify,0.53
U046,2025-02-21 21:54:59.973096,Telegram,43,0,Friday,21,2,Telegram,4.36
U049,2025-03-09 08:08:59.973108,Instagram,37,4,Sunday,8,4,YouTube,1.83
U095,2025-01-20 16:19:59.973119,Spotify,141,1,Monday,16,5,Spotify,4.0
U047,2025-01-20 18:09:59.973130,Telegram,65,0,Monday,18,3,TikTok,6.46
U031,2025-02-02 02:17:59.973143,WhatsApp,66,3,Sunday,2,4,TikTok,7.39
U143,2025-01-22 01:00:59.973154,Facebook,245,0,Wednesday,1,3,YouTube,11.37
U085,2025-02-26 22:10:59.973165,Telegram,89,1,Wednesday,22,1,None,4.21
U001,2025-02-21 22:40:59.973177,WhatsApp,198,4,Friday,22,3,WhatsApp,0.6
U059,2025-01-05 10:32:59.973188,WhatsApp,134,2,Sunday,10,2,Facebook,3.81
U082,2025-02-06 03:12:59.973200,TikTok,246,5,Thursday,3,4,WhatsApp,18.82
U184,2025-02-21 15:12:59.973211,Spotify,269,2,Friday,15,2,Telegram,2.09
U099,2025-02-18 18:29:59.973223,Twitter,79,4,Tuesday,18,2,YouTube,1.38
U049,2025-01-26 18:16:59.973234,Instagram,215,4,Sunday,18,5,Instagram,23.6
U143,2025-02-03 09:41:59.973246,Facebook,237,1,Monday,9,4,Facebook,11.94
U179,2025-01-01 09:55:59.973257,WhatsApp,285,1,Wednesday,9,3,Telegram,7.97
U190,2025-01-11 10:02:59.973268,Instagram,74,2,Saturday,10,4,Instagram,4.85
U162,2025-03-10 14:48:59.973279,Spotify,279,5,Monday,14,3,YouTube,4.75
U165,2025-03-03 04:27:59.973290,Facebook,156,4,Monday,4,1,None,2.09
U060,2025-02-02 22:36:59.973301,Twitter,200,1,Sunday,22,3,Spotify,3.58
U165,2025-02-22 04:54:59.973313,TikTok,269,1,Saturday,4,2,Facebook,6.39
U062,2025-02-05 08:38:59.973324,Twitter,199,3,Wednesday,8,5,WhatsApp,1.17
U177,2025-02-03 17:59:59.973336,Instagram,197,0,Monday,17,2,Telegram,0.47
U108,2025-02-08 15:07:59.973347,Telegram,149,1,Saturday,15,5,TikTok,15.0
U129,2025-02-02 00:04:59.973359,Telegram,29,2,Sunday,0,1,None,8.04
U142,2025-02-14 10:42:59.973370,Instagram,176,3,Friday,10,2,Instagram,8.38
U168,2025-01-04 21:05:59.973382,Instagram,121,0,Saturday,21,1,None,24.78
U120,2025-01-25 05:21:59.973393,Instagram,21,5,Saturday,5,5,Twitter,2.37
U004,2025-02-14 13:56:59.973404,Telegram,255,3,Friday,13,2,Facebook,16.94
U119,2025-01-27 11:07:59.973415,Spotify,61,2,Monday,11,2,Telegram,5.33
U101,2025-02-28 00:45:59.973428,Twitter,135,1,Friday,0,3,WhatsApp,6.89
U114,2025-02-08 07:00:59.973438,Instagram,52,0,Saturday,7,3,Twitter,14.41
U092,2025-03-08 19:14:59.973450,WhatsApp,81,1,Saturday,19,1,None,6.92
U186,2025-02-08 01:11:59.973461,Spotify,269,0,Saturday,1,2,WhatsApp,2.81
U167,2025-03-09 15:03:59.973473,Telegram,77,5,Sunday,15,3,Facebook,6.67
U107,2025-02-08 12:52:59.973484,TikTok,299,2,Saturday,12,3,TikTok,1.92
U056,2025-02-12 17:41:59.973495,YouTube,12,4,Wednesday,17,3,Twitter,12.32
U170,2025-01-23 15:41:59.973507,Spotify,53,3,Thursday,15,2,Instagram,2.48
U023,2025-02-05 08:11:59.973518,WhatsApp,210,1,Wednesday,8,6,Facebook,13.06
U032,2025-03-10 20:13:59.973532,Spotify,290,4,Monday,20,2,Instagram,15.15
U071,2025-01-10 15:37:59.973551,Instagram,231,2,Friday,15,1,None,19.92
U055,2025-02-15 03:46:59.973564,YouTube,173,0,Saturday,3,1,None,5.82
U007,2025-02-16 13:16:59.973575,Twitter,246,3,Sunday,13,2,TikTok,33.41
U015,2025-03-10 14:36:59.973587,TikTok,216,5,Monday,14,3,Instagram,17.64
U015,2025-02-25 16:18:59.973599,Twitter,157,4,Tuesday,16,4,TikTok,0.08
U002,2025-02-08 16:49:59.973610,Telegram,288,2,Saturday,16,4,Facebook,1.09
U070,2025-02-27 13:45:59.973621,WhatsApp,165,2,Thursday,13,6,Facebook,11.24
U135,2025-02-24 01:19:59.973633,Spotify,221,4,Monday,1,1,None,13.98
U037,2025-01-31 06:36:59.973645,Instagram,267,5,Friday,6,2,Instagram,13.23
U032,2025-02-17 12:44:59.973656,YouTube,223,5,Monday,12,3,Spotify,39.1
U025,2025-02-12 03:46:59.973667,Spotify,254,3,Wednesday,3,3,Telegram,3.54
U170,2025-01-01 19:47:59.973678,Twitter,108,4,Wednesday,19,3,Spotify,6.93
U179,2025-03-03 17:23:59.973690,YouTube,89,3,Monday,17,4,WhatsApp,4.35
U188,2025-03-07 10:46:59.973701,Spotify,143,2,Friday,10,4,Telegram,7.84
U029,2025-01-29 19:48:59.973712,YouTube,273,2,Wednesday,19,4,Spotify,6.28
U183,2024-12-31 18:56:59.973724,Telegram,210,1,Tuesday,18,3,YouTube,1.76
U062,2025-02-24 05:07:59.973867,Telegram,125,5,Monday,5,6,Twitter,9.03
U187,2025-01-04 22:39:59.973881,Instagram,229,0,Saturday,22,4,Twitter,4.89
U145,2025-02-02 03:19:59.973893,Facebook,277,0,Sunday,3,2,TikTok,11.45
U143,2025-02-20 13:21:59.973905,WhatsApp,39,0,Thursday,13,5,Facebook,16.27
U175,2025-01-13 08:02:59.973917,Instagram,75,1,Monday,8,4,WhatsApp,5.19
U010,2025-02-26 15:16:59.973928,YouTube,287,1,Wednesday,15,2,TikTok,12.64
U120,2025-02-19 17:54:59.973940,TikTok,55,0,Wednesday,17,6,Instagram,12.4
U134,2025-02-21 03:21:59.973951,TikTok,233,0,Friday,3,4,YouTube,7.72
U143,2025-02-21 11:19:59.973962,Spotify,248,0,Friday,11,6,WhatsApp,2.05
U196,2025-01-22 14:37:59.973974,Telegram,199,5,Wednesday,14,4,Twitter,2.62
U033,2025-01-18 05:45:59.973985,YouTube,170,3,Saturday,5,2,Twitter,14.63
U177,2025-02-01 01:14:59.973996,WhatsApp,187,3,Saturday,1,3,Instagram,2.66
U157,2025-03-01 05:01:59.974008,YouTube,156,4,Saturday,5,4,Twitter,13.97
U153,2025-02-02 01:36:59.974020,YouTube,277,5,Sunday,1,2,WhatsApp,13.37
U066,2025-01-05 00:37:59.974032,WhatsApp,232,1,Sunday,0,2,WhatsApp,10.53
U019,2025-01-13 11:38:59.974044,YouTube,220,1,Monday,11,3,Facebook,6.03
U100,2025-01-11 09:07:59.974056,WhatsApp,272,0,Saturday,9,3,Instagram,14.49
U151,2025-01-09 18:32:59.974067,Spotify,204,4,Thursday,18,3,TikTok,16.45
U092,2025-03-03 13:27:59.974079,YouTube,114,5,Monday,13,2,WhatsApp,23.54
U051,2025-01-08 00:00:59.974095,WhatsApp,83,5,Wednesday,0,1,None,5.54
U177,2025-01-23 21:36:59.974114,Twitter,275,3,Thursday,21,4,WhatsApp,10.27
U136,2025-02-06 11:30:59.974130,Telegram,155,2,Thursday,11,7,YouTube,14.89
U052,2025-01-18 05:35:59.974142,TikTok,291,0,Saturday,5,2,YouTube,10.32
U066,2025-02-01 03:14:59.974153,TikTok,17,1,Saturday,3,3,WhatsApp,5.79
U113,2025-01-22 11:34:59.974165,YouTube,169,1,Wednesday,11,2,Twitter,4.03
U076,2025-01-19 08:59:59.974177,Spotify,148,4,Sunday,8,3,TikTok,26.51
U112,2025-01-29 08:29:59.974188,WhatsApp,63,2,Wednesday,8,3,Facebook,2.15
U010,2025-02-06 07:40:59.974200,WhatsApp,121,4,Thursday,7,3,YouTube,0.74
U074,2025-01-27 16:45:59.974211,Facebook,156,5,Monday,16,3,TikTok,0.74
U191,2025-01-11 18:00:59.974223,Spotify,73,3,Saturday,18,3,WhatsApp,3.62
U045,2025-01-17 03:36:59.974234,YouTube,21,0,Friday,3,3,Instagram,26.85
U162,2025-02-10 08:54:59.974246,Telegram,67,3,Monday,8,4,Spotify,0.15
U136,2025-01-29 23:09:59.974257,Spotify,297,4,Wednesday,23,8,Telegram,18.78
U035,2025-02-10 12:18:59.974268,Facebook,94,2,Monday,12,1,None,8.21
U046,2025-01-24 17:06:59.974281,Instagram,244,0,Friday,17,3,Telegram,3.54
U088,2025-01-14 22:26:59.974293,YouTube,63,0,Tuesday,22,2,WhatsApp,5.7
U200,2025-02-23 03:08:59.974304,Facebook,266,5,Sunday,3,5,Instagram,15.17
U003,2025-02-04 09:52:59.974316,Telegram,193,0,Tuesday,9,2,Instagram,3.4
U145,2025-01-19 15:51:59.974327,TikTok,190,5,Sunday,15,3,Facebook,21.84
U092,2025-03-07 12:55:59.974339,Spotify,86,3,Friday,12,3,YouTube,1.61
U060,2025-02-09 00:11:59.974351,TikTok,193,4,Sunday,0,4,Twitter,6.93
U098,2025-01-10 11:27:59.974362,Twitter,264,4,Friday,11,3,Spotify,6.26
U188,2025-01-16 02:42:59.974374,Twitter,112,3,Thursday,2,5,Spotify,0.18
U098,2025-01-30 03:29:59.974386,YouTube,122,2,Thursday,3,4,Twitter,39.42
U199,2025-02-08 02:27:59.974397,Spotify,133,5,Saturday,2,2,WhatsApp,11.6
U089,2025-03-09 07:58:59.974409,Facebook,27,2,Sunday,7,3,Telegram,8.68
U112,2025-03-07 09:26:59.974422,Spotify,16,1,Friday,9,4,WhatsApp,1.24
U114,2025-03-04 20:07:59.974433,YouTube,76,5,Tuesday,20,4,Instagram,13.79
U165,2025-02-03 13:46:59.974455,TikTok,111,0,Monday,13,3,TikTok,0.35
U192,2025-02-23 05:17:59.974467,Telegram,27,2,Sunday,5,4,Facebook,18.97
U143,2025-01-22 18:57:59.974479,Instagram,24,4,Wednesday,18,7,Spotify,17.98
U012,2025-01-01 02:55:59.974491,Facebook,90,5,Wednesday,2,3,Instagram,0.88
U079,2025-02-24 20:14:59.974502,Instagram,54,0,Monday,20,4,Facebook,5.0
U196,2025-01-31 11:41:59.974514,Telegram,34,2,Friday,11,5,Telegram,4.68
U091,2025-03-09 11:35:59.974527,Facebook,33,1,Sunday,11,2,Twitter,3.29
U077,2025-01-30 14:17:59.974538,WhatsApp,227,0,Thursday,14,3,TikTok,23.45
U058,2025-01-22 04:07:59.974550,YouTube,250,2,Wednesday,4,3,Twitter,16.27
U111,2025-01-07 15:55:59.974562,Facebook,143,3,Tuesday,15,2,Telegram,7.67
U013,2025-01-21 03:25:59.974573,YouTube,265,3,Tuesday,3,5,Facebook,2.62
U103,2025-02-05 08:44:59.974584,WhatsApp,168,0,Wednesday,8,2,Spotify,5.37
U072,2025-02-24 12:43:59.974595,Instagram,221,1,Monday,12,1,None,16.69
U165,2025-03-09 05:54:59.974607,WhatsApp,295,3,Sunday,5,4,TikTok,11.19
U119,2025-01-06 18:46:59.974621,Facebook,113,5,Monday,18,3,Spotify,3.99
U038,2025-02-26 00:26:59.974640,Facebook,63,4,Wednesday,0,4,Telegram,8.02
U048,2025-01-10 04:46:59.974653,TikTok,157,5,Friday,4,3,YouTube,11.55
U001,2025-01-24 21:31:59.974664,Twitter,196,2,Friday,21,4,WhatsApp,3.94
U035,2025-01-04 09:07:59.974675,TikTok,109,0,Saturday,9,2,Facebook,2.54
U151,2025-01-08 23:13:59.974686,WhatsApp,168,1,Wednesday,23,4,Spotify,3.53
U053,2025-02-01 04:50:59.974699,Facebook,115,0,Saturday,4,3,Telegram,13.34
U185,2025-01-13 21:10:59.974710,YouTube,150,1,Monday,21,2,TikTok,10.06
U184,2025-01-16 12:27:59.974721,TikTok,16,3,Thursday,12,3,Spotify,22.29
U198,2025-02-08 22:35:59.974732,Telegram,185,1,Saturday,22,3,YouTube,36.1
U094,2025-03-05 22:22:59.974744,Telegram,232,0,Wednesday,22,3,Twitter,3.39
U150,2025-03-09 06:08:59.974755,YouTube,15,5,Sunday,6,4,TikTok,1.32
U165,2025-02-23 23:20:59.974767,Facebook,161,5,Sunday,23,5,WhatsApp,19.63
U118,2025-02-22 02:34:59.974778,Facebook,251,4,Saturday,2,1,None,2.33
U151,2025-01-11 17:11:59.974789,Spotify,101,0,Saturday,17,5,WhatsApp,13.68
U063,2025-03-06 11:29:59.974802,WhatsApp,289,0,Thursday,11,5,Facebook,5.77
U170,2025-03-09 18:15:59.974813,Spotify,125,3,Sunday,18,4,Twitter,0.35
U062,2025-02-28 22:44:59.974825,Telegram,258,3,Friday,22,7,Telegram,21.73
U134,2025-02-18 01:15:59.974836,WhatsApp,11,0,Tuesday,1,5,TikTok,2.14
U073,2025-03-03 10:20:59.974847,YouTube,256,5,Monday,10,1,None,2.17
U087,2025-01-31 09:27:59.974858,Telegram,107,0,Friday,9,2,TikTok,1.46
U077,2025-01-14 03:44:59.974873,Facebook,78,4,Tuesday,3,4,WhatsApp,12.9
U020,2025-02-21 13:09:59.974891,Instagram,56,2,Friday,13,3,TikTok,11.89
U126,2025-01-16 18:10:59.974903,Telegram,149,3,Thursday,18,3,Twitter,11.4
U031,2025-01-01 06:00:59.974914,Facebook,31,4,Wednesday,6,5,WhatsApp,22.28
U121,2025-02-21 00:33:59.974925,WhatsApp,81,1,Friday,0,4,Twitter,17.06
U054,2025-02-19 09:28:59.974936,TikTok,90,5,Wednesday,9,3,Telegram,19.17
U014,2025-01-03 17:38:59.974948,WhatsApp,33,2,Friday,17,2,Facebook,1.26
U120,2025-02-15 08:20:59.974959,WhatsApp,273,0,Saturday,8,7,TikTok,1.74
U058,2025-03-05 15:27:59.974970,Facebook,34,4,Wednesday,15,4,YouTube,10.68
U103,2025-02-24 12:19:59.974982,Twitter,173,1,Monday,12,3,WhatsApp,3.07
U016,2025-02-12 03:39:59.974993,Twitter,213,2,Wednesday,3,3,Spotify,14.72
U048,2025-02-21 12:51:59.975005,WhatsApp,299,0,Friday,12,4,TikTok,1.82
U059,2025-01-02 14:33:59.975016,Spotify,296,3,Thursday,14,3,WhatsApp,6.45
U200,2025-01-14 03:39:59.975028,Facebook,223,0,Tuesday,3,6,Facebook,7.52
U018,2025-01-05 08:20:59.975039,Facebook,237,1,Sunday,8,4,Instagram,5.5
U017,2025-01-20 22:59:59.975051,Instagram,213,2,Monday,22,3,Instagram,20.95
U022,2025-01-21 00:03:59.975063,WhatsApp,158,1,Tuesday,0,3,Facebook,7.44
U007,2025-02-04 08:21:59.975075,Spotify,22,2,Tuesday,8,3,Twitter,0.9
U154,2025-03-07 20:44:59.975086,Spotify,85,5,Friday,20,3,TikTok,8.71
U041,2025-01-14 05:04:59.975098,YouTube,261,0,Tuesday,5,3,Instagram,2.47
U178,2025-02-26 13:49:59.975109,Spotify,41,3,Wednesday,13,2,Spotify,9.46
U191,2025-02-17 19:46:59.975121,Instagram,294,4,Monday,19,4,Spotify,26.02
U105,2025-01-24 13:56:59.975132,Telegram,213,5,Friday,13,2,Facebook,20.57
U200,2025-02-27 19:07:59.975144,TikTok,194,4,Thursday,19,7,Facebook,8.91
U157,2025-01-17 18:20:59.975155,Instagram,198,5,Friday,18,5,YouTube,8.04
U186,2025-01-12 19:15:59.975170,YouTube,15,5,Sunday,19,3,Spotify,1.8
U163,2025-02-28 15:13:59.975190,Facebook,216,3,Friday,15,4,WhatsApp,30.29
U182,2025-01-09 16:17:59.975205,Instagram,271,0,Thursday,16,3,TikTok,3.67
U032,2025-01-16 05:56:59.975217,Facebook,105,2,Thursday,5,4,YouTube,1.22
U029,2025-01-31 12:22:59.975229,TikTok,22,2,Friday,12,5,YouTube,16.01
U186,2025-02-01 01:45:59.975240,Spotify,214,4,Saturday,1,4,YouTube,29.61
U084,2025-01-21 12:10:59.975251,Spotify,189,3,Tuesday,12,5,Instagram,0.87
U167,2025-02-08 01:11:59.975263,Facebook,110,0,Saturday,1,4,Telegram,25.61
U194,2025-02-11 04:40:59.975274,Telegram,172,4,Tuesday,4,1,None,2.56
U069,2025-03-02 10:47:59.975285,YouTube,142,5,Sunday,10,2,YouTube,4.86
U105,2025-02-27 08:15:59.975296,Instagram,194,4,Thursday,8,3,Telegram,4.33
U090,2025-01-19 05:03:59.975308,Twitter,150,3,Sunday,5,2,Twitter,0.57
U188,2025-01-26 11:23:59.975320,Twitter,59,3,Sunday,11,6,Twitter,25.82
U124,2025-03-03 10:06:59.975331,Spotify,149,1,Monday,10,2,Telegram,4.97
U065,2025-02-05 19:32:59.975343,YouTube,239,3,Wednesday,19,5,TikTok,11.81
U069,2025-02-25 11:06:59.975354,Instagram,290,5,Tuesday,11,3,YouTube,17.07
U037,2025-01-21 06:42:59.975365,Spotify,171,1,Tuesday,6,3,Instagram,6.32
U146,2025-02-06 17:50:59.975376,TikTok,128,5,Thursday,17,2,TikTok,4.6
U059,2025-01-30 06:33:59.975387,Instagram,226,3,Thursday,6,4,Spotify,0.14
U197,2025-03-04 02:14:59.975399,Instagram,60,4,Tuesday,2,2,WhatsApp,22.17
U161,2025-01-11 10:16:59.975410,Facebook,149,0,Saturday,10,3,Twitter,11.16
U082,2025-01-29 08:27:59.975421,TikTok,206,5,Wednesday,8,5,TikTok,5.32
U001,2025-02-05 10:42:59.975432,Facebook,166,5,Wednesday,10,5,Twitter,4.88
U086,2025-01-02 05:47:59.975444,Twitter,74,0,Thursday,5,4,WhatsApp,2.38
U058,2025-02-02 02:08:59.975456,TikTok,265,1,Sunday,2,5,Facebook,1.69
U198,2025-01-31 16:46:59.975467,Spotify,263,2,Friday,16,4,Telegram,21.05
U091,2025-01-19 15:53:59.975478,WhatsApp,201,0,Sunday,15,3,Facebook,2.13
U114,2025-01-03 16:50:59.975490,YouTube,240,5,Friday,16,5,YouTube,2.9
U071,2025-01-07 09:50:59.975501,WhatsApp,155,3,Tuesday,9,2,Instagram,5.97
U148,2025-01-15 05:18:59.975512,YouTube,248,1,Wednesday,5,1,None,8.25
U190,2025-01-04 00:19:59.975524,YouTube,114,2,Saturday,0,5,Instagram,7.59
U088,2025-02-04 20:16:59.975535,Facebook,263,1,Tuesday,20,3,YouTube,3.41
U094,2025-01-26 21:29:59.975546,Spotify,156,5,Sunday,21,4,Telegram,7.95
U140,2025-02-23 02:33:59.975559,Telegram,53,0,Sunday,2,3,TikTok,0.63
U166,2025-01-31 03:57:59.975570,Instagram,283,5,Friday,3,3,Spotify,2.33
U113,2025-02-04 18:22:59.975582,Spotify,217,2,Tuesday,18,3,YouTube,11.06
U198,2025-01-11 17:11:59.975594,WhatsApp,100,0,Saturday,17,5,Spotify,4.68
U067,2025-02-20 18:05:59.975605,Facebook,17,2,Thursday,18,1,None,1.86
U114,2025-01-04 20:48:59.975617,WhatsApp,124,4,Saturday,20,6,YouTube,14.74
U055,2025-02-04 02:18:59.975628,TikTok,284,0,Tuesday,2,2,YouTube,13.5
U056,2025-02-26 19:34:59.975639,Spotify,263,0,Wednesday,19,4,YouTube,12.97
U145,2025-01-15 01:15:59.975650,TikTok,139,5,Wednesday,1,4,TikTok,14.96
U009,2025-01-04 14:17:59.975664,Facebook,23,5,Saturday,14,3,Facebook,5.26
U072,2025-01-07 04:09:59.975683,Telegram,108,1,Tuesday,4,2,Instagram,2.26
U113,2025-02-02 14:20:59.975695,WhatsApp,163,5,Sunday,14,4,Spotify,8.63
U117,2025-02-26 22:27:59.975706,Telegram,250,1,Wednesday,22,3,TikTok,0.07
U002,2025-02-22 16:07:59.975718,WhatsApp,290,3,Saturday,16,5,Telegram,1.26
U153,2025-01-16 07:31:59.975729,YouTube,64,1,Thursday,7,3,YouTube,10.8
U006,2025-02-23 00:41:59.975742,WhatsApp,134,3,Sunday,0,3,Telegram,3.88
U173,2025-01-20 03:43:59.975753,YouTube,48,5,Monday,3,3,WhatsApp,0.12
U160,2025-01-03 04:33:59.975765,Twitter,137,2,Friday,4,4,Facebook,3.44
U131,2025-01-15 21:02:59.975776,Instagram,223,3,Wednesday,21,3,Instagram,17.71
U135,2025-03-10 17:41:59.975787,Facebook,145,3,Monday,17,2,Spotify,30.84
U167,2025-02-02 12:17:59.975799,Facebook,282,5,Sunday,12,5,Facebook,0.47
U190,2025-01-31 11:01:59.975811,Facebook,202,4,Friday,11,6,YouTube,15.85
U200,2025-02-09 21:09:59.975823,Facebook,45,4,Sunday,21,8,TikTok,7.5
U099,2025-01-14 15:47:59.975835,YouTube,114,1,Tuesday,15,3,Twitter,5.34
U172,2025-01-23 08:35:59.975846,Facebook,69,4,Thursday,8,2,TikTok,33.84
U029,2025-03-08 03:39:59.975858,YouTube,174,5,Saturday,3,6,TikTok,4.12
U136,2025-01-23 00:23:59.975869,YouTube,217,5,Thursday,0,9,Spotify,0.4
U171,2025-02-19 18:57:59.975881,Instagram,220,4,Wednesday,18,4,Facebook,6.12
U090,2025-02-19 07:55:59.975892,Spotify,74,5,Wednesday,7,3,Twitter,19.65
U021,2025-01-23 15:06:59.975903,YouTube,61,5,Thursday,15,2,WhatsApp,7.84
U076,2025-02-04 10:12:59.975914,WhatsApp,18,2,Tuesday,10,4,Spotify,8.52
U023,2025-02-14 20:56:59.975926,WhatsApp,101,2,Friday,20,7,WhatsApp,2.18
U049,2025-02-16 19:21:59.975937,Twitter,187,1,Sunday,19,6,Instagram,16.01
U011,2025-03-04 10:55:59.975955,Spotify,178,4,Tuesday,10,6,Telegram,7.05
U193,2025-01-18 19:57:59.975982,Instagram,26,0,Saturday,19,1,None,6.29
U005,2025-02-25 17:14:59.975995,Facebook,192,1,Tuesday,17,3,WhatsApp,7.16
U039,2025-01-01 22:17:59.976007,TikTok,161,5,Wednesday,22,3,WhatsApp,4.64
U104,2024-12-31 23:38:59.976018,Instagram,184,5,Tuesday,23,1,None,8.42
U015,2025-02-05 00:18:59.976029,Telegram,282,1,Wednesday,0,5,Twitter,1.24
U088,2025-02-10 20:07:59.976052,WhatsApp,96,3,Monday,20,4,Facebook,10.14
U061,2025-01-10 06:52:59.976067,Spotify,35,2,Friday,6,3,Instagram,2.13
U176,2025-01-20 16:02:59.976079,Facebook,279,4,Monday,16,1,None,1.46
U011,2025-02-27 01:18:59.976091,Spotify,10,5,Thursday,1,7,Spotify,1.36
U168,2025-02-09 01:19:59.976103,TikTok,105,3,Sunday,1,2,Instagram,4.04
U190,2025-01-25 09:10:59.976114,Telegram,168,5,Saturday,9,7,Facebook,21.44
U119,2025-01-23 22:18:59.976125,WhatsApp,248,4,Thursday,22,4,Facebook,7.57
U001,2025-01-17 18:47:59.976142,Spotify,130,0,Friday,18,6,Facebook,0.47
U085,2025-02-16 00:17:59.976163,YouTube,25,5,Sunday,0,2,Telegram,2.21
U011,2025-02-06 13:53:59.976177,WhatsApp,93,4,Thursday,13,8,Spotify,20.03
U195,2025-01-19 15:29:59.976189,TikTok,192,0,Sunday,15,3,Facebook,9.95
U047,2025-01-06 11:08:59.976200,YouTube,210,4,Monday,11,4,Telegram,20.43
